"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"882941199463698432","","","2017-07-06 12:36:00 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","User talk:198.103.221.51 Wikipedia article edited anonymously from Shared Services Canada https://t.co/Bcvaw2c8CD","","","","https://en.wikipedia.org/w/index.php?diff=789274901&oldid=733059431"
"882940954185003008","","","2017-07-06 12:35:02 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Strong and weak typing Wikipedia article edited anonymously from Shared Services Canada https://t.co/tjkY7VBpdB","","","","https://en.wikipedia.org/w/index.php?diff=789274817&oldid=781489520"
"882702726479663107","","","2017-07-05 20:48:24 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef South Africa (season 1) Wikipedia article edited anonymously from Shared Services Canada https://t.co/UUDLsGfdAt","","","","https://en.wikipedia.org/w/index.php?diff=789177971&oldid=789177875"
"882702563962912769","","","2017-07-05 20:47:45 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef South Africa (season 1) Wikipedia article edited anonymously from Shared Services Canada https://t.co/V0aWvjeQux","","","","https://en.wikipedia.org/w/index.php?diff=789177875&oldid=755833833"
"882702402440372234","","","2017-07-05 20:47:07 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Sveriges mästerkock Wikipedia article edited anonymously from Shared Services Canada https://t.co/xBs6Co602t","","","","https://en.wikipedia.org/w/index.php?diff=789177792&oldid=771652353"
"882688691092811778","","","2017-07-05 19:52:38 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/0RP2GLxbmn","","","","https://en.wikipedia.org/w/index.php?diff=789169556&oldid=789142323"
"882688594934206464","","","2017-07-05 19:52:15 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 7) Wikipedia article edited anonymously from Shared Services Canada https://t.co/7IbHmQG6Na","","","","https://en.wikipedia.org/w/index.php?diff=789169501&oldid=789169403"
"882688414742695937","","","2017-07-05 19:51:32 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 7) Wikipedia article edited anonymously from Shared Services Canada https://t.co/IL84mJkRKB","","","","https://en.wikipedia.org/w/index.php?diff=789169403&oldid=788104720"
"882685113611546628","","","2017-07-05 19:38:25 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Flight lieutenant Wikipedia article edited anonymously from Bank of Canada https://t.co/mmUhCgG0BC","","","","https://en.wikipedia.org/w/index.php?diff=789167680&oldid=784679194"
"882682401142579202","","","2017-07-05 19:27:38 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tri-Cities (Ontario) Wikipedia article edited anonymously from Environment Canada https://t.co/9sdPfEz83g","","","","https://en.wikipedia.org/w/index.php?diff=789166309&oldid=788533144"
"882665377242722304","","","2017-07-05 18:19:59 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/hAFkCjHdSZ","","","","https://en.wikipedia.org/w/index.php?diff=789157443&oldid=789140111"
"882636208505016321","","","2017-07-05 16:24:05 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/Y9s2v4en02","","","","https://en.wikipedia.org/w/index.php?diff=789142323&oldid=789141706"
"882635078597300224","","","2017-07-05 16:19:35 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/LE4BUNzy9B","","","","https://en.wikipedia.org/w/index.php?diff=789141706&oldid=789141544"
"882634764661948416","","","2017-07-05 16:18:21 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/XybxkAMkbg","","","","https://en.wikipedia.org/w/index.php?diff=789141544&oldid=789141476"
"882634639202037760","","","2017-07-05 16:17:51 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/xkPuyBJWOh","","","","https://en.wikipedia.org/w/index.php?diff=789141476&oldid=789139936"
"882631887327461377","","","2017-07-05 16:06:55 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/xcmYb2ebX3","","","","https://en.wikipedia.org/w/index.php?diff=789140111&oldid=789138746"
"882631517016662017","","","2017-07-05 16:05:26 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/8yNvCGf4Sh","","","","https://en.wikipedia.org/w/index.php?diff=789139936&oldid=789139324"
"882630386416848898","","","2017-07-05 16:00:57 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Kurios (Cirque du Soleil) Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/9YoRW6rLAo","","","","https://en.wikipedia.org/w/index.php?diff=789139360&oldid=787725095"
"882630289272569856","","","2017-07-05 16:00:34 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/Bs44nEz0c4","","","","https://en.wikipedia.org/w/index.php?diff=789139324&oldid=789139230"
"882630144275480577","","","2017-07-05 15:59:59 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/U2Zl9IerH7","","","","https://en.wikipedia.org/w/index.php?diff=789139230&oldid=789138974"
"882630020581265408","","","2017-07-05 15:59:30 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Canadian Football League Wikipedia article edited anonymously from Transport Canada https://t.co/zA5YDHDZ40","","","","https://en.wikipedia.org/w/index.php?diff=789139153&oldid=789036562"
"882630020690305025","","","2017-07-05 15:59:30 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Canadian Football League Wikipedia article edited anonymously from Shared Services Canada https://t.co/zA5YDHDZ40","","","","https://en.wikipedia.org/w/index.php?diff=789139153&oldid=789036562"
"882629706482364417","","","2017-07-05 15:58:15 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/yQovZBOF33","","","","https://en.wikipedia.org/w/index.php?diff=789138974&oldid=789138540"
"882629295423836160","","","2017-07-05 15:56:37 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/pKuDrQYqGH","","","","https://en.wikipedia.org/w/index.php?diff=789138746&oldid=789138121"
"882628953562902528","","","2017-07-05 15:55:15 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/uPIasXeiDz","","","","https://en.wikipedia.org/w/index.php?diff=789138540&oldid=789138228"
"882628448224768001","","","2017-07-05 15:53:15 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/BiOmWtyVL3","","","","https://en.wikipedia.org/w/index.php?diff=789138228&oldid=789137385"
"882628282344189952","","","2017-07-05 15:52:35 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/5XzRbGg309","","","","https://en.wikipedia.org/w/index.php?diff=789138121&oldid=789137846"
"882627814649999364","","","2017-07-05 15:50:44 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/XJB33LYCp1","","","","https://en.wikipedia.org/w/index.php?diff=789137846&oldid=789137718"
"882627562312257536","","","2017-07-05 15:49:43 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tracy Howe Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/Ulq3xNmNuK","","","","https://en.wikipedia.org/w/index.php?diff=789137718&oldid=789105894"
"882626997574303745","","","2017-07-05 15:47:29 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/thXriDnerg","","","","https://en.wikipedia.org/w/index.php?diff=789137385&oldid=789136665"
"882625765430505476","","","2017-07-05 15:42:35 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/JtWkSfUXqa","","","","https://en.wikipedia.org/w/index.php?diff=789136665&oldid=789136119"
"882624868667326464","","","2017-07-05 15:39:01 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","MasterChef Australia (series 6) Wikipedia article edited anonymously from Shared Services Canada https://t.co/NMiCBspnd0","","","","https://en.wikipedia.org/w/index.php?diff=789136119&oldid=788740166"
"882618441630445571","","","2017-07-05 15:13:29 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Saint-Hubert (Longueuil) Wikipedia article edited anonymously from Canadian House of Commons https://t.co/BSRN04dQbp","","","","https://fr.wikipedia.org/w/index.php?diff=138720354&oldid=137451959&rcid=297270966"
"882616978170630146","","","2017-07-05 15:07:40 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Catherine Fournier Wikipedia article edited anonymously from Canadian House of Commons https://t.co/24YCTB9QTv","","","","https://fr.wikipedia.org/w/index.php?diff=138720254&oldid=136977117&rcid=297270477"
"882581943577190400","","","2017-07-05 12:48:27 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Gamification Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/ERgFVJkHRB","","","","https://en.wikipedia.org/w/index.php?diff=789116031&oldid=787464001"
"882331630425309184","","","2017-07-04 20:13:48 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Temne people Wikipedia article edited anonymously from Shared Services Canada https://t.co/uJvuOCNw0y","","","","https://en.wikipedia.org/w/index.php?diff=789012924&oldid=787377385"
"882252058824454144","","","2017-07-04 14:57:36 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Leona Alleslev Wikipedia article edited anonymously from Canadian House of Commons https://t.co/ifXLQTRlx8","","","","https://en.wikipedia.org/w/index.php?diff=788968037&oldid=781313754"
"880844923569926144","","","2017-06-30 17:46:09 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Anexo:The Amazing Race 13 Wikipedia article edited anonymously from Shared Services Canada https://t.co/5MzIMyO8s0","","","","https://es.wikipedia.org/w/index.php?diff=100183207&oldid=90224599"
"880844328381423620","","","2017-06-30 17:43:47 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Noel Jeddore Wikipedia article edited anonymously from Shared Services Canada https://t.co/iuvLCRswSc","","","","https://en.wikipedia.org/w/index.php?diff=788301674&oldid=785485427"
"880833244811362308","","","2017-06-30 16:59:45 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","CFB Kingston Wikipedia article edited anonymously from Canadian Department of National Defence https://t.co/JLSVSFMjuF","","","","https://en.wikipedia.org/w/index.php?diff=788295627&oldid=784220781"
"880818004300369922","","","2017-06-30 15:59:11 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Seth Green Wikipedia article edited anonymously from Shared Services Canada https://t.co/RJsw2t3cz1","","","","https://en.wikipedia.org/w/index.php?diff=788287849&oldid=787886387"
